,SEP28k-E,Prolongation,Block,Interjection,FileName,NoStutter,Repetition
86,train,0.0,0.0,0.0,WomenWhoStutter_97_49.wav,0.0,1.0
87,train,0.0,0.0,1.0,HeStutters_22_205.wav,1.0,0.0
88,train,0.0,0.0,0.0,WomenWhoStutter_10_190.wav,1.0,0.0
89,train,1.0,0.0,0.0,WomenWhoStutter_50_157.wav,0.0,0.0
90,train,1.0,1.0,0.0,HeStutters_19_104.wav,0.0,0.0
91,train,0.0,0.0,0.0,WomenWhoStutter_70_4.wav,1.0,0.0
92,train,0.0,0.0,0.0,HeStutters_3_14.wav,1.0,0.0
93,train,0.0,0.0,0.0,WomenWhoStutter_6_181.wav,0.0,1.0
94,train,0.0,1.0,0.0,HeStutters_1_201.wav,0.0,0.0
95,train,0.0,0.0,0.0,WomenWhoStutter_34_51.wav,1.0,0.0
96,train,0.0,0.0,1.0,HeStutters_22_172.wav,1.0,0.0
97,train,0.0,0.0,1.0,HeStutters_21_168.wav,1.0,0.0
98,train,1.0,1.0,0.0,WomenWhoStutter_40_13.wav,0.0,0.0
99,train,0.0,0.0,0.0,HeStutters_1_130.wav,1.0,0.0
100,train,1.0,0.0,0.0,WomenWhoStutter_87_107.wav,0.0,0.0
101,train,0.0,0.0,0.0,WomenWhoStutter_10_88.wav,0.0,1.0
102,train,0.0,0.0,0.0,HeStutters_23_102.wav,0.0,1.0
103,train,0.0,0.0,0.0,HeStutters_20_113.wav,0.0,1.0
104,train,0.0,0.0,1.0,StutterTalk_74_0.wav,1.0,0.0
105,train,0.0,0.0,1.0,WomenWhoStutter_99_76.wav,1.0,0.0
106,train,0.0,0.0,0.0,WomenWhoStutter_57_120.wav,0.0,1.0
107,train,0.0,0.0,0.0,WomenWhoStutter_39_175.wav,1.0,0.0
108,train,0.0,1.0,0.0,WomenWhoStutter_74_39.wav,0.0,0.0
109,train,0.0,0.0,1.0,MyStutteringLife_30_120.wav,1.0,0.0
110,train,1.0,0.0,0.0,WomenWhoStutter_82_34.wav,0.0,0.0
111,train,0.0,1.0,0.0,HeStutters_15_107.wav,0.0,0.0
112,train,0.0,0.0,0.0,HeStutters_1_267.wav,0.0,1.0
113,train,0.0,0.0,0.0,HeStutters_2_50.wav,1.0,0.0
114,train,0.0,0.0,0.0,WomenWhoStutter_101_98.wav,1.0,0.0
115,train,0.0,0.0,1.0,MyStutteringLife_23_72.wav,1.0,0.0
116,train,0.0,0.0,0.0,StutteringIsCool_26_28.wav,1.0,0.0
117,train,0.0,0.0,0.0,WomenWhoStutter_75_22.wav,0.0,0.0
118,train,0.0,0.0,0.0,WomenWhoStutter_101_148.wav,1.0,0.0
119,train,0.0,0.0,0.0,MyStutteringLife_17_16.wav,1.0,0.0
120,train,0.0,0.0,0.0,StutteringIsCool_70_38.wav,1.0,0.0
121,train,0.0,0.0,0.0,StutterTalk_23_21.wav,1.0,0.0
122,train,0.0,0.0,0.0,StutteringIsCool_51_30.wav,1.0,0.0
123,train,0.0,0.0,0.0,WomenWhoStutter_80_1.wav,1.0,0.0
124,train,0.0,0.0,0.0,MyStutteringLife_31_34.wav,1.0,0.0
125,train,0.0,0.0,0.0,WomenWhoStutter_29_35.wav,1.0,0.0
126,train,0.0,0.0,0.0,WomenWhoStutter_20_22.wav,0.0,1.0
127,train,0.0,0.0,0.0,WomenWhoStutter_47_27.wav,1.0,0.0
128,train,0.0,0.0,0.0,StutterTalk_52_34.wav,1.0,0.0
129,train,0.0,0.0,0.0,HeStutters_22_26.wav,0.0,1.0
130,train,0.0,0.0,0.0,WomenWhoStutter_56_37.wav,0.0,1.0
131,train,0.0,0.0,0.0,MyStutteringLife_38_12.wav,1.0,0.0
132,train,1.0,0.0,1.0,StutterTalk_40_32.wav,0.0,0.0
133,train,0.0,1.0,0.0,HeStutters_18_110.wav,0.0,0.0
134,train,1.0,0.0,0.0,WomenWhoStutter_88_62.wav,0.0,0.0
135,train,0.0,0.0,0.0,MyStutteringLife_22_18.wav,1.0,0.0
136,train,0.0,1.0,0.0,StutterTalk_27_37.wav,0.0,1.0
137,train,0.0,1.0,0.0,WomenWhoStutter_99_127.wav,0.0,0.0
138,train,0.0,0.0,0.0,StutteringIsCool_35_28.wav,1.0,0.0
139,train,0.0,0.0,0.0,WomenWhoStutter_15_5.wav,0.0,1.0
140,train,0.0,0.0,0.0,HeStutters_20_28.wav,1.0,0.0
141,train,0.0,0.0,1.0,StutteringIsCool_34_16.wav,1.0,0.0
142,train,0.0,1.0,0.0,WomenWhoStutter_97_126.wav,0.0,1.0
143,train,0.0,0.0,0.0,StutterTalk_45_4.wav,1.0,0.0
144,train,1.0,0.0,0.0,WomenWhoStutter_39_139.wav,0.0,0.0
145,train,0.0,0.0,0.0,WomenWhoStutter_88_131.wav,1.0,0.0
146,train,0.0,0.0,0.0,StutterTalk_43_45.wav,1.0,0.0
147,train,0.0,0.0,0.0,StutterTalk_25_43.wav,1.0,0.0
148,train,0.0,0.0,1.0,StutterTalk_44_6.wav,1.0,0.0
149,train,0.0,0.0,0.0,StutteringIsCool_34_12.wav,1.0,0.0
150,train,0.0,0.0,0.0,MyStutteringLife_14_24.wav,0.0,1.0
151,train,0.0,0.0,0.0,WomenWhoStutter_88_16.wav,1.0,0.0
152,train,1.0,0.0,1.0,HeStutters_20_97.wav,0.0,1.0
153,train,1.0,0.0,0.0,WomenWhoStutter_19_114.wav,0.0,0.0
154,train,0.0,0.0,0.0,StutteringIsCool_46_132.wav,0.0,1.0
155,train,0.0,0.0,0.0,StutteringIsCool_18_32.wav,1.0,0.0
156,train,1.0,0.0,1.0,HeStutters_6_107.wav,0.0,0.0
157,train,0.0,0.0,0.0,MyStutteringLife_7_163.wav,0.0,1.0
158,train,0.0,0.0,0.0,WomenWhoStutter_19_180.wav,1.0,0.0
159,train,0.0,0.0,0.0,MyStutteringLife_10_37.wav,0.0,1.0
160,train,0.0,0.0,0.0,StutterTalk_43_111.wav,0.0,0.0
161,train,0.0,0.0,0.0,WomenWhoStutter_50_115.wav,1.0,0.0
162,train,0.0,1.0,0.0,MyStutteringLife_35_1.wav,0.0,1.0
163,train,0.0,0.0,0.0,StutteringIsCool_71_38.wav,1.0,0.0
164,train,0.0,0.0,0.0,HeStutters_22_165.wav,0.0,1.0
165,train,1.0,0.0,1.0,WomenWhoStutter_42_175.wav,0.0,1.0
166,train,0.0,1.0,0.0,WomenWhoStutter_33_26.wav,0.0,0.0
167,train,0.0,0.0,1.0,StutteringIsCool_43_25.wav,1.0,0.0
168,train,0.0,0.0,0.0,WomenWhoStutter_50_186.wav,1.0,0.0
169,train,0.0,0.0,0.0,StutterTalk_25_37.wav,0.0,1.0
170,train,0.0,0.0,0.0,WomenWhoStutter_108_9.wav,0.0,1.0
171,train,0.0,0.0,0.0,WomenWhoStutter_42_170.wav,1.0,0.0
172,train,0.0,0.0,0.0,HeStutters_9_35.wav,0.0,1.0
173,train,0.0,0.0,0.0,WomenWhoStutter_42_150.wav,0.0,1.0
174,train,0.0,0.0,0.0,WomenWhoStutter_12_26.wav,0.0,1.0
175,train,0.0,0.0,0.0,MyStutteringLife_30_69.wav,1.0,0.0
176,train,0.0,0.0,0.0,HeStutters_8_82.wav,1.0,0.0
177,train,0.0,0.0,0.0,StutteringIsCool_22_17.wav,1.0,0.0
178,train,0.0,1.0,0.0,StutteringIsCool_10_18.wav,0.0,0.0
179,train,0.0,0.0,1.0,WomenWhoStutter_17_16.wav,1.0,0.0
180,train,0.0,0.0,0.0,MyStutteringLife_30_38.wav,1.0,0.0
181,train,0.0,0.0,0.0,WomenWhoStutter_97_103.wav,0.0,0.0
182,train,0.0,0.0,0.0,MyStutteringLife_19_26.wav,1.0,0.0
183,train,0.0,0.0,0.0,WomenWhoStutter_99_69.wav,1.0,0.0
184,train,0.0,0.0,1.0,HeStutters_11_51.wav,1.0,0.0
185,train,0.0,0.0,0.0,MyStutteringLife_22_6.wav,1.0,0.0
186,train,0.0,0.0,0.0,MyStutteringLife_34_34.wav,1.0,0.0
187,train,1.0,0.0,1.0,HeStutters_12_57.wav,0.0,0.0
188,train,1.0,0.0,1.0,WomenWhoStutter_18_11.wav,0.0,0.0
189,train,0.0,0.0,1.0,WomenWhoStutter_56_175.wav,0.0,1.0
190,train,0.0,1.0,0.0,StutteringIsCool_80_162.wav,0.0,0.0
191,train,0.0,1.0,0.0,WomenWhoStutter_19_62.wav,0.0,0.0
192,train,0.0,0.0,0.0,WomenWhoStutter_0_148.wav,0.0,0.0
193,train,0.0,0.0,0.0,HeStutters_1_60.wav,0.0,1.0
194,train,0.0,1.0,0.0,MyStutteringLife_35_80.wav,0.0,1.0
195,train,0.0,0.0,0.0,WomenWhoStutter_14_53.wav,0.0,0.0
196,train,0.0,0.0,1.0,WomenWhoStutter_62_87.wav,1.0,0.0
197,train,0.0,0.0,1.0,StutterTalk_33_181.wav,0.0,0.0
198,train,1.0,0.0,1.0,WomenWhoStutter_10_101.wav,0.0,1.0
199,train,0.0,0.0,0.0,StutterTalk_32_13.wav,1.0,0.0
200,train,0.0,0.0,0.0,MyStutteringLife_30_148.wav,1.0,0.0
201,train,0.0,0.0,0.0,WomenWhoStutter_2_118.wav,1.0,0.0
202,train,0.0,0.0,0.0,HeStutters_2_156.wav,1.0,0.0
203,train,0.0,0.0,0.0,StutterTalk_43_212.wav,1.0,0.0
204,train,0.0,0.0,0.0,StutteringIsCool_4_2.wav,1.0,0.0
205,train,0.0,0.0,0.0,WomenWhoStutter_33_31.wav,0.0,0.0
206,train,0.0,0.0,0.0,HeStutters_17_8.wav,0.0,1.0
207,train,0.0,0.0,0.0,HeStutters_3_7.wav,1.0,0.0
208,train,1.0,0.0,0.0,StutteringIsCool_82_24.wav,0.0,0.0
209,train,0.0,0.0,0.0,MyStutteringLife_31_28.wav,1.0,0.0
210,train,0.0,0.0,1.0,StutterTalk_6_225.wav,1.0,0.0
211,train,0.0,0.0,0.0,StutterTalk_39_26.wav,1.0,0.0
212,train,0.0,0.0,1.0,HeStutters_12_33.wav,0.0,1.0
213,train,0.0,0.0,0.0,WomenWhoStutter_67_1.wav,1.0,0.0
214,train,0.0,0.0,1.0,StutteringIsCool_76_38.wav,0.0,1.0
215,train,0.0,0.0,0.0,StutteringIsCool_34_11.wav,1.0,0.0
216,train,0.0,0.0,0.0,WomenWhoStutter_9_24.wav,1.0,0.0
217,train,0.0,0.0,0.0,StutteringIsCool_51_32.wav,1.0,0.0
218,train,0.0,0.0,0.0,MyStutteringLife_35_7.wav,1.0,0.0
219,train,0.0,0.0,1.0,StutteringIsCool_46_162.wav,0.0,1.0
220,train,0.0,0.0,1.0,StutterTalk_2_16.wav,1.0,0.0
221,train,0.0,0.0,0.0,WomenWhoStutter_50_172.wav,1.0,0.0
222,train,0.0,0.0,0.0,WomenWhoStutter_30_114.wav,1.0,0.0
223,train,0.0,0.0,0.0,WomenWhoStutter_108_26.wav,1.0,0.0
224,train,0.0,0.0,0.0,MyStutteringLife_35_140.wav,1.0,0.0
225,train,0.0,0.0,0.0,HeStutters_18_109.wav,0.0,1.0
226,train,0.0,0.0,1.0,HeStutters_22_114.wav,0.0,1.0
227,train,0.0,0.0,0.0,MyStutteringLife_37_4.wav,1.0,0.0
228,train,0.0,0.0,0.0,MyStutteringLife_24_6.wav,0.0,1.0
229,train,0.0,0.0,0.0,WomenWhoStutter_67_20.wav,1.0,0.0
230,train,0.0,0.0,0.0,WomenWhoStutter_84_24.wav,1.0,0.0
231,train,0.0,0.0,0.0,WomenWhoStutter_96_61.wav,1.0,0.0
232,train,0.0,1.0,0.0,MyStutteringLife_27_32.wav,0.0,0.0
233,train,0.0,0.0,1.0,HeStutters_6_52.wav,1.0,0.0
234,train,0.0,0.0,0.0,HeStutters_20_196.wav,0.0,1.0
235,train,0.0,0.0,0.0,WomenWhoStutter_88_196.wav,1.0,0.0
236,train,0.0,0.0,1.0,StutteringIsCool_82_50.wav,1.0,0.0
237,train,0.0,0.0,1.0,WomenWhoStutter_101_62.wav,0.0,0.0
238,train,0.0,0.0,0.0,HeStutters_2_212.wav,0.0,1.0
239,train,0.0,0.0,1.0,WomenWhoStutter_74_198.wav,0.0,0.0
240,train,0.0,0.0,0.0,WomenWhoStutter_40_26.wav,0.0,1.0
241,train,0.0,0.0,0.0,WomenWhoStutter_20_25.wav,1.0,0.0
242,train,1.0,0.0,0.0,StutteringIsCool_80_13.wav,0.0,0.0
243,train,0.0,0.0,0.0,StutterTalk_30_20.wav,1.0,0.0
244,train,0.0,0.0,0.0,WomenWhoStutter_39_203.wav,1.0,0.0
245,train,0.0,0.0,1.0,HeStutters_10_19.wav,1.0,0.0
246,train,0.0,0.0,0.0,HeStutters_19_135.wav,0.0,1.0
247,train,0.0,0.0,0.0,WomenWhoStutter_103_87.wav,0.0,1.0
248,train,0.0,0.0,0.0,StutterTalk_19_3.wav,1.0,0.0
249,train,0.0,0.0,0.0,StutteringIsCool_46_67.wav,1.0,0.0
250,train,0.0,0.0,0.0,WomenWhoStutter_42_185.wav,1.0,0.0
251,train,0.0,0.0,0.0,HeStutters_11_146.wav,0.0,0.0
252,train,1.0,1.0,0.0,WomenWhoStutter_10_120.wav,0.0,1.0
253,train,0.0,0.0,1.0,StutterTalk_51_22.wav,1.0,0.0
254,train,0.0,0.0,0.0,StutteringIsCool_66_6.wav,1.0,0.0
255,train,1.0,0.0,0.0,WomenWhoStutter_0_276.wav,0.0,1.0
256,train,1.0,0.0,0.0,MyStutteringLife_12_9.wav,0.0,1.0
257,train,0.0,0.0,1.0,StutterTalk_39_33.wav,0.0,1.0
258,train,0.0,0.0,0.0,WomenWhoStutter_50_190.wav,1.0,0.0
259,train,0.0,0.0,0.0,MyStutteringLife_35_49.wav,0.0,1.0
260,train,0.0,0.0,0.0,MyStutteringLife_10_23.wav,0.0,0.0
261,train,0.0,0.0,0.0,WomenWhoStutter_101_209.wav,1.0,0.0
262,train,0.0,0.0,0.0,StutteringIsCool_80_32.wav,1.0,0.0
263,train,0.0,0.0,1.0,MyStutteringLife_35_85.wav,1.0,0.0
264,train,1.0,0.0,0.0,HeStutters_16_102.wav,0.0,0.0
265,train,0.0,1.0,0.0,StutterTalk_43_4.wav,0.0,0.0
266,train,0.0,0.0,1.0,HeStutters_20_78.wav,1.0,0.0
267,train,0.0,0.0,0.0,WomenWhoStutter_5_7.wav,1.0,0.0
268,train,0.0,0.0,0.0,HeStutters_8_84.wav,1.0,0.0
269,train,0.0,0.0,0.0,WomenWhoStutter_93_0.wav,0.0,0.0
270,train,0.0,0.0,0.0,HeStutters_21_102.wav,1.0,0.0
271,train,1.0,0.0,0.0,StutterTalk_35_17.wav,0.0,0.0
272,train,0.0,0.0,1.0,WomenWhoStutter_86_73.wav,1.0,0.0
273,train,0.0,1.0,0.0,WomenWhoStutter_95_23.wav,0.0,0.0
274,train,0.0,0.0,1.0,WomenWhoStutter_34_203.wav,1.0,0.0
275,train,0.0,0.0,0.0,HeStutters_1_8.wav,0.0,1.0
276,train,1.0,0.0,0.0,StutterTalk_46_39.wav,0.0,0.0
277,train,1.0,0.0,0.0,HeStutters_15_36.wav,0.0,0.0
278,train,0.0,0.0,0.0,WomenWhoStutter_2_133.wav,1.0,0.0
279,train,0.0,0.0,0.0,WomenWhoStutter_103_183.wav,1.0,0.0
280,train,0.0,0.0,1.0,StutterTalk_78_15.wav,1.0,0.0
281,train,0.0,0.0,0.0,StutteringIsCool_82_89.wav,1.0,0.0
282,train,0.0,0.0,0.0,HeStutters_18_32.wav,0.0,1.0
283,train,0.0,0.0,0.0,HeStutters_17_29.wav,0.0,0.0
284,train,1.0,0.0,1.0,MyStutteringLife_35_125.wav,0.0,0.0
285,train,0.0,0.0,0.0,WomenWhoStutter_19_87.wav,0.0,0.0
286,train,0.0,0.0,0.0,HeStutters_1_2.wav,1.0,0.0
287,train,0.0,0.0,1.0,WomenWhoStutter_102_12.wav,1.0,0.0
288,train,0.0,0.0,0.0,HeStutters_11_181.wav,1.0,0.0
289,train,0.0,0.0,0.0,StutteringIsCool_7_28.wav,1.0,0.0
290,train,0.0,0.0,0.0,StutterTalk_21_18.wav,1.0,0.0
291,train,0.0,0.0,0.0,WomenWhoStutter_42_195.wav,0.0,1.0
292,train,0.0,0.0,0.0,StutteringIsCool_82_21.wav,1.0,0.0
293,train,0.0,0.0,0.0,StutterTalk_6_228.wav,0.0,1.0
294,train,0.0,0.0,0.0,HeStutters_2_68.wav,0.0,0.0
295,train,0.0,1.0,0.0,WomenWhoStutter_0_109.wav,0.0,0.0
296,train,0.0,0.0,1.0,HeStutters_22_10.wav,0.0,1.0
297,train,0.0,0.0,0.0,WomenWhoStutter_12_0.wav,1.0,0.0
298,train,0.0,1.0,0.0,StutteringIsCool_34_104.wav,0.0,0.0
299,train,0.0,1.0,0.0,StutterTalk_74_34.wav,0.0,1.0
300,train,0.0,0.0,0.0,WomenWhoStutter_96_23.wav,1.0,0.0
301,train,0.0,0.0,1.0,HeStutters_21_181.wav,0.0,1.0
302,train,0.0,1.0,1.0,HeStutters_15_46.wav,0.0,0.0
303,train,1.0,0.0,0.0,HeStutters_15_143.wav,0.0,1.0
304,train,0.0,0.0,0.0,StutteringIsCool_46_99.wav,1.0,0.0
305,train,0.0,0.0,0.0,StutteringIsCool_58_39.wav,1.0,0.0
306,train,1.0,0.0,0.0,WomenWhoStutter_99_71.wav,0.0,0.0
307,train,1.0,0.0,1.0,WomenWhoStutter_14_176.wav,0.0,0.0
308,train,0.0,0.0,0.0,MyStutteringLife_35_164.wav,1.0,0.0
309,train,0.0,0.0,0.0,WomenWhoStutter_62_129.wav,1.0,0.0
310,train,0.0,0.0,0.0,WomenWhoStutter_67_3.wav,1.0,0.0
311,train,1.0,0.0,0.0,HeStutters_16_49.wav,0.0,0.0
312,train,0.0,0.0,1.0,WomenWhoStutter_42_68.wav,1.0,0.0
313,train,0.0,0.0,0.0,StutterTalk_21_4.wav,0.0,1.0
314,train,0.0,0.0,0.0,StutterTalk_48_3.wav,1.0,0.0
315,train,0.0,0.0,0.0,WomenWhoStutter_100_33.wav,1.0,0.0
316,train,0.0,0.0,0.0,WomenWhoStutter_95_35.wav,0.0,1.0
317,train,0.0,0.0,0.0,StutterTalk_43_138.wav,1.0,0.0
318,train,0.0,0.0,1.0,WomenWhoStutter_1_48.wav,1.0,0.0
319,train,0.0,0.0,0.0,WomenWhoStutter_30_120.wav,1.0,0.0
320,train,0.0,1.0,0.0,MyStutteringLife_35_111.wav,0.0,0.0
321,train,0.0,0.0,0.0,HeStutters_23_38.wav,0.0,1.0
322,train,0.0,0.0,0.0,WomenWhoStutter_50_308.wav,1.0,0.0
323,train,0.0,0.0,1.0,WomenWhoStutter_59_11.wav,0.0,1.0
324,train,0.0,0.0,0.0,WomenWhoStutter_88_29.wav,0.0,1.0
325,train,0.0,0.0,0.0,WomenWhoStutter_57_46.wav,1.0,0.0
326,train,0.0,0.0,0.0,StutteringIsCool_61_3.wav,1.0,0.0
327,train,0.0,0.0,0.0,StutterTalk_33_138.wav,0.0,1.0
328,train,0.0,1.0,0.0,MyStutteringLife_28_8.wav,0.0,0.0
329,train,1.0,0.0,0.0,HeStutters_6_257.wav,0.0,0.0
330,train,0.0,0.0,0.0,HeStutters_12_201.wav,1.0,0.0
331,train,0.0,1.0,0.0,WomenWhoStutter_92_19.wav,0.0,0.0
332,train,0.0,0.0,0.0,StutterTalk_25_77.wav,1.0,0.0
333,train,0.0,0.0,1.0,HeStutters_10_23.wav,0.0,1.0
334,train,0.0,0.0,0.0,WomenWhoStutter_46_20.wav,0.0,1.0
335,train,0.0,0.0,1.0,StutteringIsCool_66_5.wav,1.0,0.0
336,train,0.0,0.0,0.0,HeStutters_22_5.wav,0.0,1.0
337,train,0.0,0.0,0.0,HeStutters_6_116.wav,0.0,1.0
338,train,0.0,0.0,0.0,WomenWhoStutter_97_43.wav,0.0,1.0
339,train,0.0,0.0,1.0,HeStutters_18_103.wav,1.0,0.0
340,train,0.0,0.0,0.0,WomenWhoStutter_82_17.wav,1.0,0.0
341,train,0.0,1.0,0.0,WomenWhoStutter_19_76.wav,0.0,0.0
342,train,0.0,0.0,0.0,HeStutters_1_142.wav,0.0,0.0
343,train,0.0,0.0,0.0,StutterTalk_26_165.wav,1.0,0.0
344,train,0.0,1.0,0.0,HeStutters_19_163.wav,0.0,0.0
345,train,0.0,0.0,0.0,StutteringIsCool_65_25.wav,1.0,0.0
346,train,0.0,0.0,0.0,HeStutters_6_25.wav,0.0,1.0
347,train,0.0,0.0,1.0,WomenWhoStutter_107_3.wav,1.0,0.0
348,train,0.0,0.0,0.0,MyStutteringLife_30_141.wav,1.0,0.0
349,train,0.0,0.0,0.0,WomenWhoStutter_74_7.wav,1.0,0.0
350,train,0.0,0.0,0.0,HeStutters_16_156.wav,0.0,1.0
351,train,0.0,0.0,1.0,WomenWhoStutter_6_192.wav,1.0,0.0
