,Prolongation,Block,Interjection,FileName,NoStutter,Repetition
121,0.0,0.0,0.0,FluencyBank_016_21.wav,1.0,0.0
122,1.0,0.0,0.0,FluencyBank_016_22.wav,0.0,0.0
123,0.0,0.0,1.0,FluencyBank_016_23.wav,1.0,0.0
124,0.0,0.0,1.0,FluencyBank_016_24.wav,1.0,0.0
125,0.0,0.0,1.0,FluencyBank_016_25.wav,1.0,0.0
126,0.0,0.0,0.0,FluencyBank_016_26.wav,0.0,1.0
127,0.0,0.0,0.0,FluencyBank_016_27.wav,0.0,1.0
128,0.0,0.0,1.0,FluencyBank_016_28.wav,1.0,0.0
129,0.0,0.0,1.0,FluencyBank_016_29.wav,1.0,0.0
130,0.0,0.0,1.0,FluencyBank_016_30.wav,1.0,0.0
131,0.0,1.0,1.0,FluencyBank_016_31.wav,0.0,0.0
132,0.0,1.0,0.0,FluencyBank_016_32.wav,0.0,1.0
133,0.0,0.0,0.0,FluencyBank_016_33.wav,0.0,1.0
134,0.0,0.0,0.0,FluencyBank_016_34.wav,1.0,0.0
135,0.0,0.0,1.0,FluencyBank_016_35.wav,1.0,0.0
136,0.0,0.0,1.0,FluencyBank_016_36.wav,0.0,1.0
137,0.0,0.0,0.0,FluencyBank_016_37.wav,1.0,0.0
138,0.0,0.0,0.0,FluencyBank_016_38.wav,0.0,0.0
139,0.0,1.0,0.0,FluencyBank_016_39.wav,0.0,1.0
140,0.0,1.0,0.0,FluencyBank_016_40.wav,0.0,0.0
141,0.0,0.0,0.0,FluencyBank_016_41.wav,1.0,0.0
142,0.0,0.0,0.0,FluencyBank_016_42.wav,1.0,0.0
143,0.0,0.0,0.0,FluencyBank_016_43.wav,1.0,0.0
144,0.0,0.0,0.0,FluencyBank_016_44.wav,0.0,0.0
145,0.0,0.0,0.0,FluencyBank_016_45.wav,1.0,0.0
146,0.0,0.0,0.0,FluencyBank_016_46.wav,0.0,0.0
147,0.0,0.0,0.0,FluencyBank_016_47.wav,1.0,0.0
148,0.0,0.0,0.0,FluencyBank_016_48.wav,0.0,0.0
149,0.0,0.0,0.0,FluencyBank_016_49.wav,1.0,0.0
150,0.0,0.0,0.0,FluencyBank_016_50.wav,1.0,0.0
151,0.0,0.0,0.0,FluencyBank_016_51.wav,1.0,0.0
152,0.0,0.0,1.0,FluencyBank_016_52.wav,1.0,0.0
153,0.0,0.0,0.0,FluencyBank_016_53.wav,1.0,0.0
154,0.0,0.0,0.0,FluencyBank_016_54.wav,0.0,1.0
155,0.0,0.0,0.0,FluencyBank_016_55.wav,1.0,0.0
156,0.0,0.0,0.0,FluencyBank_016_56.wav,1.0,0.0
157,0.0,0.0,1.0,FluencyBank_016_57.wav,1.0,0.0
158,0.0,0.0,0.0,FluencyBank_016_58.wav,1.0,0.0
159,1.0,0.0,1.0,FluencyBank_016_59.wav,0.0,0.0
160,0.0,0.0,1.0,FluencyBank_016_60.wav,1.0,0.0
161,0.0,0.0,0.0,FluencyBank_016_61.wav,0.0,1.0
162,0.0,0.0,0.0,FluencyBank_016_62.wav,1.0,0.0
163,0.0,0.0,0.0,FluencyBank_016_63.wav,1.0,0.0
164,0.0,0.0,0.0,FluencyBank_016_64.wav,1.0,0.0
165,0.0,0.0,0.0,FluencyBank_016_65.wav,1.0,0.0
166,0.0,0.0,0.0,FluencyBank_016_66.wav,0.0,0.0
167,0.0,1.0,0.0,FluencyBank_016_67.wav,0.0,0.0
168,0.0,0.0,1.0,FluencyBank_016_68.wav,1.0,0.0
169,0.0,0.0,1.0,FluencyBank_016_69.wav,1.0,0.0
170,0.0,0.0,1.0,FluencyBank_016_70.wav,1.0,0.0
171,1.0,0.0,0.0,FluencyBank_016_71.wav,0.0,0.0
172,0.0,0.0,1.0,FluencyBank_016_72.wav,1.0,0.0
173,0.0,0.0,1.0,FluencyBank_016_73.wav,0.0,0.0
174,0.0,0.0,1.0,FluencyBank_016_74.wav,1.0,0.0
175,0.0,0.0,0.0,FluencyBank_016_75.wav,0.0,1.0
176,0.0,0.0,1.0,FluencyBank_016_76.wav,1.0,0.0
177,0.0,0.0,1.0,FluencyBank_016_77.wav,1.0,0.0
178,0.0,0.0,0.0,FluencyBank_016_78.wav,1.0,0.0
179,0.0,0.0,0.0,FluencyBank_016_79.wav,1.0,0.0
180,0.0,0.0,1.0,FluencyBank_016_80.wav,1.0,0.0
181,0.0,0.0,1.0,FluencyBank_016_81.wav,1.0,0.0
182,0.0,0.0,0.0,FluencyBank_016_82.wav,1.0,0.0
183,0.0,0.0,0.0,FluencyBank_016_83.wav,1.0,0.0
184,0.0,0.0,0.0,FluencyBank_016_84.wav,1.0,0.0
185,0.0,0.0,0.0,FluencyBank_016_85.wav,1.0,0.0
186,0.0,1.0,0.0,FluencyBank_016_86.wav,0.0,0.0
187,0.0,1.0,1.0,FluencyBank_016_87.wav,0.0,0.0
188,0.0,0.0,0.0,FluencyBank_016_88.wav,1.0,0.0
189,0.0,0.0,1.0,FluencyBank_016_89.wav,1.0,0.0
190,0.0,0.0,0.0,FluencyBank_016_90.wav,1.0,0.0
191,0.0,0.0,1.0,FluencyBank_016_91.wav,1.0,0.0
192,0.0,0.0,0.0,FluencyBank_016_92.wav,1.0,0.0
193,0.0,0.0,0.0,FluencyBank_016_93.wav,0.0,1.0
194,1.0,0.0,0.0,FluencyBank_016_94.wav,0.0,0.0
195,0.0,0.0,1.0,FluencyBank_016_95.wav,1.0,0.0
196,0.0,0.0,0.0,FluencyBank_016_96.wav,1.0,0.0
197,0.0,0.0,0.0,FluencyBank_016_97.wav,1.0,0.0
198,0.0,0.0,0.0,FluencyBank_016_98.wav,0.0,1.0
199,0.0,0.0,1.0,FluencyBank_016_99.wav,1.0,0.0
200,0.0,0.0,1.0,FluencyBank_016_100.wav,0.0,0.0
201,0.0,0.0,0.0,FluencyBank_016_101.wav,1.0,0.0
202,0.0,0.0,0.0,FluencyBank_016_102.wav,0.0,0.0
203,0.0,1.0,0.0,FluencyBank_016_103.wav,0.0,1.0
204,0.0,0.0,0.0,FluencyBank_016_104.wav,1.0,0.0
205,0.0,1.0,0.0,FluencyBank_016_105.wav,0.0,0.0
206,0.0,0.0,1.0,FluencyBank_016_106.wav,1.0,0.0
207,0.0,0.0,0.0,FluencyBank_016_107.wav,0.0,0.0
208,0.0,0.0,0.0,FluencyBank_016_108.wav,1.0,0.0
209,0.0,1.0,0.0,FluencyBank_016_109.wav,0.0,0.0
210,0.0,0.0,0.0,FluencyBank_016_110.wav,1.0,0.0
211,0.0,0.0,1.0,FluencyBank_016_111.wav,1.0,0.0
212,1.0,0.0,0.0,FluencyBank_016_112.wav,0.0,0.0
213,0.0,0.0,1.0,FluencyBank_016_113.wav,1.0,0.0
214,0.0,0.0,1.0,FluencyBank_016_114.wav,1.0,0.0
215,0.0,0.0,0.0,FluencyBank_017_0.wav,1.0,0.0
216,0.0,0.0,0.0,FluencyBank_017_1.wav,1.0,0.0
217,0.0,0.0,1.0,FluencyBank_017_2.wav,0.0,1.0
218,0.0,0.0,1.0,FluencyBank_017_3.wav,1.0,0.0
219,0.0,0.0,1.0,FluencyBank_017_4.wav,1.0,0.0
220,0.0,0.0,1.0,FluencyBank_017_5.wav,1.0,0.0
221,0.0,0.0,1.0,FluencyBank_017_6.wav,1.0,0.0
222,0.0,0.0,0.0,FluencyBank_017_7.wav,1.0,0.0
223,0.0,0.0,0.0,FluencyBank_017_8.wav,1.0,0.0
224,0.0,0.0,0.0,FluencyBank_017_9.wav,1.0,0.0
225,1.0,0.0,1.0,FluencyBank_017_10.wav,0.0,0.0
226,0.0,0.0,0.0,FluencyBank_017_11.wav,1.0,0.0
227,0.0,0.0,0.0,FluencyBank_017_12.wav,1.0,0.0
228,0.0,0.0,0.0,FluencyBank_017_13.wav,1.0,0.0
229,0.0,0.0,1.0,FluencyBank_017_14.wav,1.0,0.0
230,0.0,0.0,1.0,FluencyBank_017_15.wav,0.0,1.0
231,0.0,0.0,1.0,FluencyBank_017_16.wav,1.0,0.0
232,0.0,0.0,0.0,FluencyBank_017_17.wav,0.0,0.0
233,0.0,0.0,1.0,FluencyBank_017_18.wav,1.0,0.0
234,0.0,0.0,1.0,FluencyBank_017_19.wav,1.0,0.0
235,0.0,0.0,0.0,FluencyBank_017_20.wav,1.0,0.0
236,0.0,0.0,0.0,FluencyBank_017_21.wav,1.0,0.0
237,0.0,0.0,0.0,FluencyBank_017_22.wav,0.0,0.0
238,0.0,0.0,1.0,FluencyBank_017_23.wav,1.0,0.0
239,0.0,0.0,0.0,FluencyBank_017_24.wav,1.0,0.0
240,0.0,0.0,1.0,FluencyBank_017_25.wav,1.0,0.0
241,0.0,0.0,0.0,FluencyBank_017_26.wav,1.0,0.0
242,0.0,0.0,1.0,FluencyBank_017_27.wav,1.0,0.0
243,0.0,1.0,0.0,FluencyBank_017_28.wav,0.0,0.0
244,0.0,0.0,1.0,FluencyBank_017_29.wav,1.0,0.0
245,0.0,0.0,1.0,FluencyBank_017_30.wav,1.0,0.0
246,0.0,0.0,0.0,FluencyBank_017_31.wav,1.0,0.0
247,0.0,0.0,0.0,FluencyBank_017_32.wav,1.0,0.0
248,0.0,0.0,0.0,FluencyBank_017_33.wav,1.0,0.0
249,0.0,0.0,0.0,FluencyBank_017_34.wav,0.0,1.0
250,0.0,0.0,0.0,FluencyBank_017_35.wav,0.0,0.0
251,0.0,0.0,0.0,FluencyBank_017_36.wav,1.0,0.0
252,0.0,0.0,0.0,FluencyBank_017_37.wav,1.0,0.0
253,0.0,0.0,0.0,FluencyBank_017_38.wav,0.0,1.0
254,0.0,0.0,0.0,FluencyBank_017_39.wav,1.0,0.0
255,0.0,0.0,0.0,FluencyBank_017_40.wav,1.0,0.0
256,0.0,0.0,0.0,FluencyBank_017_41.wav,1.0,0.0
257,0.0,1.0,0.0,FluencyBank_017_42.wav,0.0,0.0
258,0.0,0.0,0.0,FluencyBank_017_43.wav,0.0,0.0
259,0.0,0.0,0.0,FluencyBank_017_44.wav,0.0,0.0
260,0.0,0.0,1.0,FluencyBank_017_45.wav,1.0,0.0
261,0.0,0.0,1.0,FluencyBank_017_46.wav,1.0,0.0
262,0.0,0.0,1.0,FluencyBank_017_47.wav,1.0,0.0
263,0.0,0.0,0.0,FluencyBank_017_48.wav,1.0,0.0
264,0.0,0.0,0.0,FluencyBank_017_49.wav,1.0,0.0
265,0.0,0.0,0.0,FluencyBank_017_50.wav,1.0,0.0
266,0.0,0.0,1.0,FluencyBank_017_51.wav,1.0,0.0
267,0.0,1.0,0.0,FluencyBank_017_52.wav,0.0,0.0
268,0.0,0.0,0.0,FluencyBank_017_53.wav,1.0,0.0
269,0.0,0.0,0.0,FluencyBank_017_54.wav,1.0,0.0
270,0.0,0.0,0.0,FluencyBank_017_55.wav,1.0,0.0
271,0.0,0.0,0.0,FluencyBank_017_56.wav,0.0,1.0
272,0.0,0.0,1.0,FluencyBank_017_57.wav,1.0,0.0
273,0.0,0.0,0.0,FluencyBank_017_58.wav,1.0,0.0
274,0.0,0.0,0.0,FluencyBank_017_59.wav,1.0,0.0
275,0.0,0.0,1.0,FluencyBank_017_60.wav,1.0,0.0
276,0.0,0.0,0.0,FluencyBank_017_61.wav,0.0,0.0
277,0.0,0.0,0.0,FluencyBank_017_62.wav,1.0,0.0
278,0.0,0.0,1.0,FluencyBank_017_63.wav,1.0,0.0
279,0.0,0.0,1.0,FluencyBank_017_64.wav,1.0,0.0
280,0.0,0.0,0.0,FluencyBank_017_65.wav,0.0,1.0
281,0.0,0.0,1.0,FluencyBank_019_0.wav,1.0,0.0
282,0.0,0.0,0.0,FluencyBank_019_1.wav,0.0,1.0
283,0.0,0.0,0.0,FluencyBank_019_2.wav,1.0,0.0
284,0.0,0.0,1.0,FluencyBank_019_3.wav,1.0,0.0
285,0.0,0.0,1.0,FluencyBank_019_4.wav,1.0,0.0
286,0.0,0.0,1.0,FluencyBank_019_5.wav,1.0,0.0
287,0.0,0.0,0.0,FluencyBank_019_6.wav,1.0,0.0
288,0.0,1.0,1.0,FluencyBank_019_7.wav,0.0,0.0
289,0.0,0.0,1.0,FluencyBank_019_8.wav,1.0,0.0
290,0.0,0.0,0.0,FluencyBank_019_9.wav,1.0,0.0
291,0.0,0.0,0.0,FluencyBank_019_10.wav,1.0,0.0
292,0.0,0.0,1.0,FluencyBank_019_11.wav,1.0,0.0
293,0.0,0.0,0.0,FluencyBank_019_12.wav,0.0,0.0
294,0.0,0.0,0.0,FluencyBank_019_13.wav,1.0,0.0
295,0.0,0.0,0.0,FluencyBank_019_14.wav,1.0,0.0
296,1.0,0.0,0.0,FluencyBank_019_15.wav,0.0,0.0
297,0.0,0.0,0.0,FluencyBank_019_16.wav,1.0,0.0
298,0.0,1.0,0.0,FluencyBank_019_17.wav,0.0,0.0
299,0.0,0.0,0.0,FluencyBank_019_18.wav,1.0,0.0
300,0.0,0.0,0.0,FluencyBank_019_19.wav,1.0,0.0
301,0.0,0.0,0.0,FluencyBank_019_20.wav,1.0,0.0
302,0.0,0.0,0.0,FluencyBank_019_21.wav,1.0,0.0
303,0.0,0.0,0.0,FluencyBank_019_22.wav,1.0,0.0
304,0.0,1.0,1.0,FluencyBank_019_23.wav,0.0,1.0
305,0.0,0.0,1.0,FluencyBank_019_24.wav,1.0,0.0
306,0.0,1.0,1.0,FluencyBank_019_25.wav,0.0,0.0
307,0.0,0.0,0.0,FluencyBank_019_26.wav,1.0,0.0
308,0.0,1.0,0.0,FluencyBank_019_27.wav,0.0,0.0
309,0.0,0.0,0.0,FluencyBank_019_28.wav,1.0,0.0
310,0.0,0.0,0.0,FluencyBank_019_29.wav,0.0,1.0
311,0.0,0.0,1.0,FluencyBank_019_30.wav,1.0,0.0
312,0.0,0.0,0.0,FluencyBank_019_31.wav,1.0,0.0
313,0.0,0.0,1.0,FluencyBank_019_32.wav,0.0,0.0
314,0.0,1.0,0.0,FluencyBank_019_33.wav,0.0,0.0
315,0.0,0.0,0.0,FluencyBank_019_34.wav,1.0,0.0
316,0.0,0.0,0.0,FluencyBank_019_35.wav,0.0,0.0
317,0.0,0.0,0.0,FluencyBank_019_36.wav,1.0,0.0
318,0.0,0.0,0.0,FluencyBank_019_37.wav,1.0,0.0
319,0.0,0.0,0.0,FluencyBank_019_38.wav,1.0,0.0
320,0.0,0.0,0.0,FluencyBank_019_39.wav,1.0,0.0
321,0.0,0.0,0.0,FluencyBank_019_40.wav,1.0,0.0
322,0.0,0.0,0.0,FluencyBank_019_41.wav,0.0,1.0
323,0.0,0.0,0.0,FluencyBank_019_42.wav,1.0,0.0
324,0.0,0.0,0.0,FluencyBank_019_43.wav,0.0,0.0
325,0.0,0.0,0.0,FluencyBank_019_44.wav,1.0,0.0
326,0.0,0.0,0.0,FluencyBank_019_45.wav,1.0,0.0
327,0.0,0.0,0.0,FluencyBank_019_46.wav,1.0,0.0
328,0.0,0.0,0.0,FluencyBank_019_47.wav,0.0,0.0
329,0.0,0.0,0.0,FluencyBank_019_48.wav,1.0,0.0
330,0.0,0.0,1.0,FluencyBank_019_49.wav,1.0,0.0
331,0.0,0.0,0.0,FluencyBank_019_50.wav,1.0,0.0
332,0.0,0.0,0.0,FluencyBank_019_51.wav,0.0,0.0
333,0.0,0.0,1.0,FluencyBank_019_52.wav,1.0,0.0
334,0.0,0.0,0.0,FluencyBank_019_53.wav,0.0,0.0
335,0.0,0.0,0.0,FluencyBank_019_54.wav,1.0,0.0
336,0.0,0.0,0.0,FluencyBank_019_55.wav,0.0,1.0
337,0.0,0.0,0.0,FluencyBank_019_56.wav,0.0,1.0
338,0.0,0.0,0.0,FluencyBank_019_57.wav,0.0,1.0
339,0.0,0.0,1.0,FluencyBank_019_58.wav,1.0,0.0
340,0.0,0.0,0.0,FluencyBank_019_59.wav,1.0,0.0
341,0.0,0.0,0.0,FluencyBank_019_60.wav,1.0,0.0
342,0.0,0.0,1.0,FluencyBank_019_61.wav,0.0,0.0
343,0.0,0.0,1.0,FluencyBank_019_62.wav,1.0,0.0
344,0.0,0.0,0.0,FluencyBank_019_63.wav,1.0,0.0
345,0.0,0.0,1.0,FluencyBank_019_64.wav,1.0,0.0
346,0.0,0.0,1.0,FluencyBank_019_65.wav,1.0,0.0
347,0.0,1.0,0.0,FluencyBank_019_66.wav,0.0,0.0
348,0.0,1.0,0.0,FluencyBank_019_67.wav,0.0,1.0
349,1.0,1.0,0.0,FluencyBank_019_68.wav,0.0,0.0
350,0.0,0.0,0.0,FluencyBank_019_69.wav,0.0,0.0
351,0.0,0.0,0.0,FluencyBank_019_70.wav,0.0,1.0
352,0.0,0.0,0.0,FluencyBank_019_71.wav,0.0,1.0
353,0.0,0.0,0.0,FluencyBank_019_72.wav,0.0,1.0
354,0.0,0.0,0.0,FluencyBank_019_73.wav,0.0,0.0
355,0.0,0.0,0.0,FluencyBank_019_74.wav,0.0,1.0
356,0.0,0.0,1.0,FluencyBank_019_75.wav,0.0,1.0
357,0.0,1.0,0.0,FluencyBank_019_76.wav,0.0,0.0
358,0.0,0.0,0.0,FluencyBank_019_77.wav,1.0,0.0
359,0.0,0.0,1.0,FluencyBank_019_78.wav,1.0,0.0
360,0.0,0.0,1.0,FluencyBank_019_79.wav,1.0,0.0
361,0.0,0.0,0.0,FluencyBank_019_80.wav,1.0,0.0
362,1.0,0.0,0.0,FluencyBank_019_81.wav,0.0,0.0
363,0.0,0.0,1.0,FluencyBank_019_82.wav,0.0,1.0
364,0.0,0.0,0.0,FluencyBank_019_83.wav,1.0,0.0
365,0.0,0.0,0.0,FluencyBank_019_84.wav,1.0,0.0
366,0.0,0.0,1.0,FluencyBank_019_85.wav,0.0,1.0
367,0.0,0.0,1.0,FluencyBank_019_86.wav,1.0,0.0
368,0.0,0.0,0.0,FluencyBank_019_87.wav,0.0,0.0
369,0.0,0.0,1.0,FluencyBank_019_88.wav,0.0,0.0
370,0.0,0.0,0.0,FluencyBank_024_0.wav,1.0,0.0
371,0.0,0.0,0.0,FluencyBank_024_1.wav,0.0,0.0
372,0.0,0.0,0.0,FluencyBank_024_2.wav,1.0,0.0
373,0.0,0.0,0.0,FluencyBank_024_3.wav,1.0,0.0
374,0.0,0.0,0.0,FluencyBank_024_4.wav,1.0,0.0
375,0.0,0.0,0.0,FluencyBank_024_5.wav,1.0,0.0
376,0.0,0.0,0.0,FluencyBank_024_6.wav,1.0,0.0
377,0.0,0.0,0.0,FluencyBank_024_7.wav,1.0,0.0
378,0.0,0.0,0.0,FluencyBank_024_8.wav,1.0,0.0
379,0.0,0.0,0.0,FluencyBank_024_9.wav,1.0,0.0
380,1.0,0.0,0.0,FluencyBank_024_10.wav,0.0,0.0
381,0.0,0.0,0.0,FluencyBank_024_11.wav,0.0,1.0
382,0.0,0.0,1.0,FluencyBank_024_12.wav,1.0,0.0
383,0.0,0.0,0.0,FluencyBank_024_13.wav,1.0,0.0
384,1.0,0.0,0.0,FluencyBank_024_14.wav,0.0,0.0
385,0.0,0.0,0.0,FluencyBank_024_15.wav,1.0,0.0
386,0.0,0.0,0.0,FluencyBank_024_16.wav,1.0,0.0
