,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Prolongation,Block,Interjection,FileName,Stutter,Repetition
28,,train,test,test,0.0,0.0,0.0,HeStutters_0_28.wav,0.0,0.0
29,train,test,train,dev,0.0,0.0,0.0,HeStutters_0_29.wav,0.0,0.0
30,train,test,train,dev,0.0,0.0,0.0,HeStutters_0_30.wav,0.0,0.0
31,,train,test,test,0.0,0.0,0.0,HeStutters_0_31.wav,0.0,0.0
32,,train,test,test,0.0,0.0,0.0,HeStutters_0_32.wav,0.0,0.0
33,,train,test,test,1.0,0.0,0.0,HeStutters_0_33.wav,1.0,0.0
34,,train,test,test,0.0,0.0,0.0,HeStutters_0_34.wav,0.0,0.0
35,,train,test,test,0.0,0.0,0.0,HeStutters_0_35.wav,0.0,0.0
36,,train,test,test,0.0,0.0,0.0,HeStutters_0_36.wav,0.0,0.0
37,,train,test,test,0.0,0.0,0.0,HeStutters_0_37.wav,0.0,0.0
38,,train,test,test,0.0,0.0,0.0,HeStutters_0_38.wav,0.0,0.0
39,train,test,train,dev,0.0,0.0,0.0,HeStutters_0_39.wav,0.0,0.0
40,,train,test,test,0.0,0.0,0.0,HeStutters_1_0.wav,1.0,1.0
41,,train,test,test,0.0,0.0,0.0,HeStutters_1_1.wav,0.0,0.0
42,,train,test,test,0.0,0.0,0.0,HeStutters_1_2.wav,0.0,0.0
43,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_3.wav,0.0,0.0
44,,train,test,test,0.0,0.0,0.0,HeStutters_1_4.wav,0.0,0.0
45,,train,test,test,0.0,0.0,0.0,HeStutters_1_5.wav,1.0,1.0
46,,train,test,test,0.0,0.0,0.0,HeStutters_1_6.wav,0.0,0.0
47,,train,test,test,0.0,0.0,0.0,HeStutters_1_7.wav,1.0,1.0
48,,train,test,test,0.0,0.0,0.0,HeStutters_1_8.wav,1.0,1.0
49,,train,test,test,0.0,0.0,0.0,HeStutters_1_9.wav,0.0,0.0
50,,train,test,test,0.0,1.0,0.0,HeStutters_1_10.wav,1.0,0.0
51,,train,test,test,1.0,0.0,0.0,HeStutters_1_11.wav,1.0,0.0
52,,train,test,test,0.0,0.0,0.0,HeStutters_1_12.wav,1.0,1.0
53,,train,test,test,0.0,0.0,0.0,HeStutters_1_13.wav,1.0,0.0
54,,train,test,test,1.0,0.0,1.0,HeStutters_1_14.wav,1.0,0.0
55,,train,test,test,1.0,0.0,0.0,HeStutters_1_15.wav,1.0,0.0
56,,train,test,test,0.0,0.0,0.0,HeStutters_1_16.wav,0.0,0.0
57,,train,test,test,0.0,1.0,0.0,HeStutters_1_17.wav,1.0,0.0
58,,train,test,test,0.0,0.0,0.0,HeStutters_1_18.wav,1.0,0.0
59,,train,test,test,0.0,0.0,0.0,HeStutters_1_19.wav,0.0,0.0
60,,train,test,test,0.0,0.0,0.0,HeStutters_1_20.wav,1.0,1.0
62,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_22.wav,0.0,0.0
63,,train,test,test,0.0,0.0,0.0,HeStutters_1_23.wav,0.0,0.0
64,,train,test,test,0.0,0.0,1.0,HeStutters_1_24.wav,1.0,0.0
65,,train,test,test,0.0,0.0,0.0,HeStutters_1_25.wav,1.0,0.0
66,,train,test,test,0.0,0.0,1.0,HeStutters_1_26.wav,0.0,0.0
67,,train,test,test,1.0,0.0,0.0,HeStutters_1_27.wav,1.0,0.0
68,,train,test,test,0.0,0.0,1.0,HeStutters_1_28.wav,0.0,0.0
69,,train,test,test,1.0,0.0,0.0,HeStutters_1_29.wav,1.0,0.0
70,,train,test,test,0.0,0.0,0.0,HeStutters_1_30.wav,0.0,0.0
71,,train,test,test,0.0,0.0,0.0,HeStutters_1_31.wav,1.0,0.0
72,train,dev,dev,train,1.0,0.0,1.0,HeStutters_1_32.wav,1.0,0.0
73,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_33.wav,1.0,1.0
74,,train,test,test,0.0,0.0,0.0,HeStutters_1_34.wav,1.0,0.0
75,,train,test,test,0.0,0.0,0.0,HeStutters_1_35.wav,1.0,1.0
76,,train,test,test,0.0,0.0,1.0,HeStutters_1_36.wav,0.0,0.0
77,,train,test,test,0.0,1.0,0.0,HeStutters_1_37.wav,1.0,1.0
78,,train,test,test,0.0,0.0,0.0,HeStutters_1_38.wav,0.0,0.0
79,,train,test,test,0.0,0.0,1.0,HeStutters_1_39.wav,1.0,0.0
80,,train,test,test,1.0,0.0,0.0,HeStutters_1_40.wav,1.0,0.0
81,train,dev,dev,train,1.0,0.0,0.0,HeStutters_1_41.wav,1.0,0.0
82,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_42.wav,1.0,1.0
83,,train,test,test,0.0,0.0,1.0,HeStutters_1_43.wav,0.0,0.0
84,,train,test,test,0.0,0.0,0.0,HeStutters_1_44.wav,0.0,0.0
85,,train,test,test,0.0,0.0,0.0,HeStutters_1_45.wav,1.0,1.0
86,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_46.wav,1.0,1.0
87,,train,test,test,0.0,0.0,0.0,HeStutters_1_47.wav,0.0,0.0
88,,train,test,test,0.0,0.0,0.0,HeStutters_1_48.wav,1.0,0.0
89,,train,test,test,0.0,1.0,0.0,HeStutters_1_49.wav,1.0,1.0
90,,train,test,test,0.0,0.0,0.0,HeStutters_1_50.wav,1.0,1.0
91,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_51.wav,1.0,1.0
92,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_52.wav,0.0,0.0
93,train,dev,dev,train,1.0,1.0,0.0,HeStutters_1_53.wav,1.0,0.0
94,train,dev,dev,train,1.0,0.0,0.0,HeStutters_1_54.wav,1.0,0.0
95,,train,test,test,0.0,0.0,0.0,HeStutters_1_55.wav,0.0,0.0
96,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_56.wav,1.0,1.0
97,,train,test,test,0.0,0.0,0.0,HeStutters_1_57.wav,1.0,1.0
98,,train,test,test,0.0,0.0,0.0,HeStutters_1_58.wav,0.0,0.0
99,,train,test,test,0.0,0.0,1.0,HeStutters_1_59.wav,0.0,0.0
100,,train,test,test,0.0,0.0,0.0,HeStutters_1_60.wav,1.0,1.0
101,,train,test,test,0.0,0.0,1.0,HeStutters_1_61.wav,1.0,1.0
102,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_62.wav,1.0,0.0
103,,train,test,test,1.0,0.0,0.0,HeStutters_1_63.wav,1.0,0.0
104,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_64.wav,0.0,0.0
105,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_65.wav,1.0,1.0
106,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_66.wav,0.0,0.0
107,,train,test,test,0.0,0.0,0.0,HeStutters_1_67.wav,1.0,1.0
108,,train,test,test,0.0,0.0,0.0,HeStutters_1_68.wav,0.0,0.0
109,,train,test,test,0.0,0.0,1.0,HeStutters_1_69.wav,0.0,0.0
110,,train,test,test,0.0,1.0,1.0,HeStutters_1_70.wav,1.0,1.0
111,,train,test,test,0.0,0.0,0.0,HeStutters_1_71.wav,1.0,1.0
112,train,dev,dev,train,1.0,1.0,0.0,HeStutters_1_72.wav,1.0,0.0
113,,train,test,test,0.0,0.0,0.0,HeStutters_1_73.wav,1.0,0.0
114,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_74.wav,1.0,0.0
115,,train,test,test,0.0,1.0,0.0,HeStutters_1_75.wav,1.0,1.0
116,,train,test,test,0.0,0.0,1.0,HeStutters_1_76.wav,0.0,0.0
117,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_77.wav,1.0,0.0
118,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_78.wav,0.0,0.0
119,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_79.wav,0.0,0.0
120,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_80.wav,1.0,1.0
121,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_81.wav,1.0,0.0
122,,train,test,test,1.0,1.0,0.0,HeStutters_1_82.wav,1.0,1.0
123,,train,test,test,0.0,0.0,0.0,HeStutters_1_83.wav,0.0,0.0
125,,train,test,test,0.0,0.0,0.0,HeStutters_1_85.wav,1.0,1.0
126,,train,test,test,1.0,0.0,0.0,HeStutters_1_86.wav,1.0,0.0
127,,train,test,test,0.0,1.0,0.0,HeStutters_1_87.wav,1.0,0.0
128,,train,test,test,0.0,0.0,0.0,HeStutters_1_88.wav,1.0,1.0
129,,train,test,test,0.0,0.0,0.0,HeStutters_1_89.wav,0.0,0.0
131,,train,test,test,1.0,0.0,0.0,HeStutters_1_91.wav,1.0,0.0
132,,train,test,test,0.0,0.0,0.0,HeStutters_1_92.wav,1.0,0.0
133,,train,test,test,0.0,0.0,0.0,HeStutters_1_93.wav,0.0,0.0
134,,train,test,test,0.0,0.0,0.0,HeStutters_1_94.wav,0.0,0.0
135,,train,test,test,0.0,0.0,0.0,HeStutters_1_95.wav,0.0,0.0
136,,train,test,test,0.0,0.0,0.0,HeStutters_1_96.wav,1.0,1.0
137,,train,test,test,0.0,0.0,0.0,HeStutters_1_97.wav,0.0,0.0
138,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_98.wav,1.0,1.0
139,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_99.wav,0.0,0.0
140,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_100.wav,1.0,1.0
141,,train,test,test,1.0,0.0,0.0,HeStutters_1_101.wav,1.0,0.0
142,,train,test,test,0.0,0.0,0.0,HeStutters_1_102.wav,1.0,0.0
143,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_103.wav,0.0,0.0
144,,train,test,test,0.0,0.0,0.0,HeStutters_1_104.wav,1.0,1.0
145,,train,test,test,0.0,0.0,0.0,HeStutters_1_105.wav,1.0,1.0
146,,train,test,test,0.0,1.0,0.0,HeStutters_1_106.wav,1.0,0.0
147,,train,test,test,0.0,0.0,0.0,HeStutters_1_107.wav,0.0,0.0
148,,train,test,test,0.0,0.0,0.0,HeStutters_1_108.wav,1.0,0.0
149,train,dev,dev,train,0.0,1.0,1.0,HeStutters_1_109.wav,1.0,0.0
150,,train,test,test,0.0,0.0,0.0,HeStutters_1_110.wav,0.0,0.0
151,,train,test,test,0.0,0.0,1.0,HeStutters_1_111.wav,0.0,0.0
152,,train,test,test,1.0,0.0,0.0,HeStutters_1_112.wav,1.0,0.0
153,,train,test,test,0.0,0.0,0.0,HeStutters_1_113.wav,0.0,0.0
154,,train,test,test,0.0,0.0,0.0,HeStutters_1_114.wav,0.0,0.0
155,,train,test,test,0.0,0.0,0.0,HeStutters_1_115.wav,1.0,1.0
156,,train,test,test,1.0,0.0,0.0,HeStutters_1_116.wav,1.0,1.0
157,,train,test,test,0.0,0.0,0.0,HeStutters_1_117.wav,0.0,0.0
158,,train,test,test,1.0,0.0,1.0,HeStutters_1_118.wav,1.0,0.0
159,,train,test,test,0.0,0.0,0.0,HeStutters_1_119.wav,0.0,0.0
160,,train,test,test,0.0,0.0,0.0,HeStutters_1_120.wav,1.0,1.0
161,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_121.wav,0.0,0.0
162,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_122.wav,0.0,0.0
163,,train,test,test,0.0,0.0,0.0,HeStutters_1_123.wav,0.0,0.0
164,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_124.wav,0.0,0.0
165,,train,test,test,0.0,1.0,0.0,HeStutters_1_125.wav,1.0,1.0
166,,train,test,test,0.0,0.0,0.0,HeStutters_1_126.wav,0.0,0.0
167,,train,test,test,0.0,0.0,0.0,HeStutters_1_127.wav,1.0,1.0
168,,train,test,test,0.0,0.0,0.0,HeStutters_1_128.wav,1.0,0.0
169,train,dev,dev,train,1.0,1.0,0.0,HeStutters_1_129.wav,1.0,1.0
170,,train,test,test,0.0,0.0,0.0,HeStutters_1_130.wav,0.0,0.0
171,,train,test,test,0.0,0.0,0.0,HeStutters_1_131.wav,0.0,0.0
172,,train,test,test,0.0,1.0,0.0,HeStutters_1_132.wav,1.0,0.0
173,,train,test,test,0.0,1.0,1.0,HeStutters_1_133.wav,1.0,0.0
174,,train,test,test,0.0,0.0,0.0,HeStutters_1_134.wav,0.0,0.0
175,,train,test,test,0.0,0.0,1.0,HeStutters_1_135.wav,1.0,0.0
176,,train,test,test,0.0,1.0,0.0,HeStutters_1_136.wav,0.0,0.0
177,,train,test,test,1.0,0.0,0.0,HeStutters_1_137.wav,1.0,1.0
178,,train,test,test,0.0,0.0,0.0,HeStutters_1_138.wav,1.0,0.0
179,,train,test,test,0.0,0.0,0.0,HeStutters_1_139.wav,0.0,0.0
180,,train,test,test,1.0,0.0,0.0,HeStutters_1_140.wav,0.0,0.0
181,,train,test,test,0.0,0.0,0.0,HeStutters_1_141.wav,0.0,0.0
182,,train,test,test,0.0,0.0,0.0,HeStutters_1_142.wav,1.0,0.0
183,,train,test,test,0.0,0.0,1.0,HeStutters_1_143.wav,0.0,0.0
184,,train,test,test,1.0,0.0,0.0,HeStutters_1_144.wav,1.0,0.0
185,,train,test,test,0.0,0.0,0.0,HeStutters_1_145.wav,1.0,0.0
186,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_146.wav,1.0,1.0
187,,train,test,test,0.0,1.0,0.0,HeStutters_1_147.wav,1.0,1.0
188,train,dev,dev,train,1.0,0.0,0.0,HeStutters_1_148.wav,1.0,0.0
189,,train,test,test,0.0,0.0,0.0,HeStutters_1_149.wav,0.0,0.0
190,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_150.wav,1.0,0.0
191,,train,test,test,0.0,0.0,0.0,HeStutters_1_151.wav,0.0,0.0
192,,train,test,test,0.0,0.0,0.0,HeStutters_1_152.wav,0.0,0.0
193,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_153.wav,0.0,0.0
195,,train,test,test,0.0,0.0,0.0,HeStutters_1_155.wav,1.0,1.0
196,,train,test,test,0.0,0.0,0.0,HeStutters_1_156.wav,1.0,0.0
197,,train,test,test,0.0,1.0,0.0,HeStutters_1_157.wav,1.0,1.0
198,,train,test,test,0.0,0.0,0.0,HeStutters_1_158.wav,1.0,1.0
199,,train,test,test,1.0,1.0,0.0,HeStutters_1_159.wav,1.0,0.0
200,,train,test,test,1.0,1.0,0.0,HeStutters_1_160.wav,1.0,0.0
201,train,dev,dev,train,1.0,0.0,0.0,HeStutters_1_161.wav,1.0,1.0
202,,train,test,test,0.0,0.0,0.0,HeStutters_1_162.wav,0.0,0.0
203,,train,test,test,0.0,0.0,0.0,HeStutters_1_163.wav,1.0,1.0
204,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_164.wav,1.0,0.0
205,,train,test,test,0.0,0.0,0.0,HeStutters_1_165.wav,0.0,0.0
206,,train,test,test,0.0,0.0,0.0,HeStutters_1_166.wav,0.0,0.0
207,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_167.wav,1.0,1.0
208,,train,test,test,1.0,0.0,1.0,HeStutters_1_168.wav,1.0,0.0
209,,train,test,test,1.0,1.0,0.0,HeStutters_1_169.wav,1.0,0.0
210,,train,test,test,1.0,1.0,0.0,HeStutters_1_170.wav,1.0,0.0
211,,train,test,test,0.0,0.0,0.0,HeStutters_1_171.wav,0.0,0.0
212,,train,test,test,0.0,0.0,1.0,HeStutters_1_172.wav,1.0,1.0
213,,train,test,test,0.0,0.0,0.0,HeStutters_1_173.wav,1.0,0.0
214,,train,test,test,0.0,0.0,0.0,HeStutters_1_174.wav,0.0,0.0
215,,train,test,test,0.0,0.0,0.0,HeStutters_1_175.wav,1.0,1.0
216,,train,test,test,0.0,0.0,0.0,HeStutters_1_176.wav,0.0,0.0
217,,train,test,test,0.0,0.0,0.0,HeStutters_1_177.wav,1.0,0.0
218,,train,test,test,0.0,0.0,1.0,HeStutters_1_178.wav,0.0,0.0
219,,train,test,test,0.0,1.0,0.0,HeStutters_1_179.wav,1.0,0.0
220,,train,test,test,1.0,0.0,0.0,HeStutters_1_180.wav,1.0,0.0
221,,train,test,test,0.0,0.0,0.0,HeStutters_1_181.wav,1.0,1.0
222,,train,test,test,1.0,0.0,0.0,HeStutters_1_182.wav,1.0,0.0
223,,train,test,test,0.0,1.0,0.0,HeStutters_1_183.wav,1.0,1.0
224,,train,test,test,0.0,1.0,0.0,HeStutters_1_184.wav,1.0,0.0
225,,train,test,test,0.0,0.0,0.0,HeStutters_1_185.wav,0.0,0.0
226,,train,test,test,0.0,0.0,0.0,HeStutters_1_186.wav,1.0,1.0
227,,train,test,test,0.0,0.0,0.0,HeStutters_1_187.wav,0.0,0.0
228,,train,test,test,1.0,0.0,0.0,HeStutters_1_188.wav,1.0,0.0
229,,train,test,test,0.0,1.0,0.0,HeStutters_1_189.wav,1.0,0.0
230,,train,test,test,0.0,0.0,1.0,HeStutters_1_190.wav,0.0,0.0
231,,train,test,test,1.0,0.0,0.0,HeStutters_1_191.wav,1.0,0.0
232,,train,test,test,0.0,0.0,0.0,HeStutters_1_192.wav,0.0,0.0
233,,train,test,test,0.0,0.0,0.0,HeStutters_1_193.wav,1.0,1.0
234,,train,test,test,1.0,0.0,0.0,HeStutters_1_194.wav,1.0,1.0
235,,train,test,test,0.0,0.0,0.0,HeStutters_1_195.wav,0.0,0.0
236,,train,test,test,0.0,0.0,0.0,HeStutters_1_196.wav,1.0,0.0
237,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_197.wav,0.0,0.0
238,,train,test,test,0.0,0.0,0.0,HeStutters_1_198.wav,0.0,0.0
239,,train,test,test,0.0,0.0,1.0,HeStutters_1_199.wav,0.0,0.0
240,,train,test,test,0.0,0.0,0.0,HeStutters_1_200.wav,1.0,0.0
241,,train,test,test,0.0,1.0,0.0,HeStutters_1_201.wav,1.0,0.0
242,,train,test,test,1.0,0.0,0.0,HeStutters_1_202.wav,1.0,1.0
244,,train,test,test,1.0,0.0,0.0,HeStutters_1_204.wav,1.0,0.0
245,,train,test,test,0.0,0.0,0.0,HeStutters_1_205.wav,1.0,1.0
246,,train,test,test,0.0,1.0,0.0,HeStutters_1_206.wav,1.0,0.0
247,,train,test,test,0.0,0.0,0.0,HeStutters_1_207.wav,1.0,1.0
248,,train,test,test,0.0,0.0,0.0,HeStutters_1_208.wav,0.0,0.0
249,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_209.wav,1.0,1.0
250,,train,test,test,0.0,0.0,0.0,HeStutters_1_210.wav,1.0,1.0
251,,train,test,test,1.0,0.0,0.0,HeStutters_1_211.wav,1.0,0.0
252,,train,test,test,0.0,1.0,0.0,HeStutters_1_212.wav,1.0,0.0
253,,train,test,test,0.0,0.0,0.0,HeStutters_1_213.wav,0.0,0.0
255,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_215.wav,0.0,0.0
256,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_216.wav,0.0,0.0
257,,train,test,test,0.0,1.0,0.0,HeStutters_1_217.wav,1.0,0.0
258,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_218.wav,0.0,0.0
259,,train,test,test,0.0,0.0,0.0,HeStutters_1_219.wav,1.0,0.0
260,,train,test,test,0.0,0.0,0.0,HeStutters_1_220.wav,1.0,1.0
261,,train,test,test,0.0,0.0,0.0,HeStutters_1_221.wav,1.0,0.0
262,train,dev,dev,train,1.0,0.0,1.0,HeStutters_1_222.wav,1.0,0.0
263,,train,test,test,0.0,0.0,0.0,HeStutters_1_223.wav,0.0,0.0
264,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_224.wav,1.0,0.0
265,,train,test,test,0.0,0.0,0.0,HeStutters_1_225.wav,1.0,0.0
266,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_226.wav,1.0,0.0
267,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_227.wav,1.0,1.0
268,,train,test,test,0.0,0.0,0.0,HeStutters_1_228.wav,0.0,0.0
269,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_229.wav,1.0,1.0
270,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_230.wav,1.0,0.0
271,,train,test,test,0.0,0.0,0.0,HeStutters_1_231.wav,0.0,0.0
272,,train,test,test,0.0,0.0,1.0,HeStutters_1_232.wav,1.0,0.0
273,train,dev,dev,train,0.0,0.0,1.0,HeStutters_1_233.wav,0.0,0.0
274,,train,test,test,0.0,1.0,0.0,HeStutters_1_234.wav,1.0,0.0
275,,train,test,test,0.0,0.0,0.0,HeStutters_1_235.wav,0.0,0.0
276,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_236.wav,1.0,1.0
277,,train,test,test,0.0,0.0,0.0,HeStutters_1_237.wav,0.0,0.0
278,,train,test,test,0.0,0.0,0.0,HeStutters_1_238.wav,1.0,1.0
279,,train,test,test,0.0,0.0,1.0,HeStutters_1_239.wav,1.0,0.0
280,,train,test,test,0.0,0.0,1.0,HeStutters_1_240.wav,0.0,0.0
281,,train,test,test,0.0,1.0,0.0,HeStutters_1_241.wav,1.0,0.0
282,,train,test,test,0.0,0.0,0.0,HeStutters_1_242.wav,0.0,0.0
283,,train,test,test,0.0,0.0,0.0,HeStutters_1_243.wav,0.0,0.0
284,,train,test,test,1.0,0.0,0.0,HeStutters_1_244.wav,1.0,0.0
285,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_245.wav,1.0,0.0
286,,train,test,test,1.0,0.0,0.0,HeStutters_1_246.wav,1.0,0.0
287,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_247.wav,1.0,0.0
288,,train,test,test,0.0,1.0,0.0,HeStutters_1_248.wav,1.0,0.0
289,,train,test,test,1.0,0.0,0.0,HeStutters_1_249.wav,1.0,0.0
290,,train,test,test,0.0,0.0,0.0,HeStutters_1_250.wav,1.0,1.0
291,,train,test,test,0.0,0.0,0.0,HeStutters_1_251.wav,0.0,0.0
292,,train,test,test,0.0,0.0,1.0,HeStutters_1_252.wav,1.0,1.0
294,,train,test,test,0.0,1.0,0.0,HeStutters_1_254.wav,1.0,1.0
295,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_255.wav,1.0,0.0
296,,train,test,test,0.0,0.0,0.0,HeStutters_1_256.wav,0.0,0.0
297,train,dev,dev,train,0.0,0.0,0.0,HeStutters_1_257.wav,1.0,1.0
298,,train,test,test,1.0,0.0,0.0,HeStutters_1_258.wav,1.0,1.0
299,,train,test,test,0.0,0.0,0.0,HeStutters_1_259.wav,0.0,0.0
300,,train,test,test,0.0,0.0,0.0,HeStutters_1_260.wav,1.0,1.0
301,,train,test,test,0.0,0.0,1.0,HeStutters_1_261.wav,0.0,0.0
302,,train,test,test,0.0,0.0,0.0,HeStutters_1_262.wav,1.0,1.0
303,,train,test,test,1.0,1.0,0.0,HeStutters_1_263.wav,1.0,0.0
304,,train,test,test,0.0,0.0,0.0,HeStutters_1_264.wav,1.0,0.0
305,,train,test,test,0.0,0.0,0.0,HeStutters_1_265.wav,0.0,0.0
306,,train,test,test,0.0,0.0,0.0,HeStutters_1_266.wav,0.0,0.0
307,,train,test,test,0.0,0.0,0.0,HeStutters_1_267.wav,1.0,1.0
308,train,dev,dev,train,0.0,1.0,0.0,HeStutters_1_268.wav,1.0,0.0
309,,train,test,test,0.0,0.0,0.0,HeStutters_1_269.wav,1.0,1.0
310,train,dev,dev,train,1.0,0.0,0.0,HeStutters_1_270.wav,1.0,0.0
311,,train,test,test,0.0,0.0,0.0,HeStutters_1_271.wav,0.0,0.0
312,,train,test,test,0.0,0.0,0.0,HeStutters_1_272.wav,0.0,0.0
313,train,test,train,dev,0.0,0.0,0.0,HeStutters_2_0.wav,0.0,0.0
314,,train,test,test,0.0,0.0,0.0,HeStutters_2_1.wav,0.0,0.0
315,,train,test,test,0.0,1.0,1.0,HeStutters_2_2.wav,1.0,0.0
316,,train,test,test,1.0,0.0,0.0,HeStutters_2_3.wav,1.0,0.0
317,,train,test,test,1.0,0.0,0.0,HeStutters_2_4.wav,1.0,0.0
318,,train,test,test,0.0,0.0,0.0,HeStutters_2_5.wav,1.0,0.0
319,,train,test,test,0.0,0.0,1.0,HeStutters_2_6.wav,0.0,0.0
320,,train,test,test,0.0,0.0,1.0,HeStutters_2_7.wav,0.0,0.0
321,,train,test,test,1.0,0.0,1.0,HeStutters_2_8.wav,1.0,0.0
322,,train,test,test,0.0,0.0,0.0,HeStutters_2_9.wav,1.0,1.0
323,,train,test,test,0.0,0.0,0.0,HeStutters_2_10.wav,0.0,0.0
324,,train,test,test,0.0,0.0,0.0,HeStutters_2_11.wav,0.0,0.0
326,train,test,train,dev,1.0,1.0,0.0,HeStutters_2_13.wav,1.0,1.0
327,train,test,train,dev,0.0,0.0,0.0,HeStutters_2_14.wav,0.0,0.0
328,train,test,train,dev,0.0,0.0,1.0,HeStutters_2_15.wav,0.0,0.0
329,train,test,train,dev,1.0,0.0,0.0,HeStutters_2_16.wav,1.0,0.0
330,train,test,train,dev,0.0,1.0,1.0,HeStutters_2_17.wav,1.0,0.0
331,train,test,train,dev,0.0,0.0,0.0,HeStutters_2_18.wav,0.0,0.0
332,train,test,train,dev,0.0,0.0,1.0,HeStutters_2_19.wav,0.0,0.0
