,Prolongation,Block,Interjection,FileName,NoStutter,Repetition,KFold1,KFold2,KFold3,KFold4,KFold5
116,0.0,1.0,0.0,StutteringIsCool_82_133.wav,0.0,0.0,0,1,1,1,1
117,0.0,0.0,0.0,FluencyBank_111_154.wav,1.0,0.0,0,1,1,1,1
118,0.0,0.0,0.0,FluencyBank_107_24.wav,1.0,0.0,0,1,1,1,1
119,0.0,0.0,0.0,FluencyBank_218_82.wav,0.0,1.0,0,1,1,1,1
120,1.0,0.0,1.0,FluencyBank_098_12.wav,0.0,0.0,1,0,1,1,1
121,0.0,0.0,0.0,FluencyBank_193_80.wav,0.0,1.0,1,1,1,1,0
122,0.0,0.0,0.0,FluencyBank_230_56.wav,1.0,0.0,1,1,1,1,0
123,0.0,0.0,0.0,FluencyBank_985_158.wav,0.0,1.0,1,0,1,1,1
124,0.0,0.0,1.0,FluencyBank_218_39.wav,1.0,0.0,1,1,0,1,1
125,1.0,0.0,0.0,WomenWhoStutter_10_143.wav,0.0,0.0,1,1,1,1,0
126,0.0,0.0,0.0,FluencyBank_063_38.wav,0.0,1.0,0,1,1,1,1
127,0.0,0.0,1.0,FluencyBank_178_53.wav,0.0,0.0,1,1,0,1,1
128,0.0,0.0,0.0,FluencyBank_063_4.wav,1.0,0.0,1,1,0,1,1
129,0.0,0.0,0.0,FluencyBank_111_13.wav,1.0,0.0,1,0,1,1,1
130,0.0,0.0,0.0,FluencyBank_096_73.wav,1.0,0.0,0,1,1,1,1
131,0.0,1.0,0.0,WomenWhoStutter_14_173.wav,0.0,1.0,1,1,0,1,1
132,0.0,0.0,0.0,FluencyBank_099_84.wav,0.0,1.0,1,1,1,0,1
133,0.0,0.0,0.0,FluencyBank_132_57.wav,0.0,1.0,1,1,0,1,1
134,0.0,1.0,0.0,MyStutteringLife_23_67.wav,0.0,0.0,0,1,1,1,1
135,0.0,1.0,0.0,MyStutteringLife_33_10.wav,0.0,0.0,1,1,1,1,0
136,1.0,1.0,0.0,FluencyBank_046_106.wav,0.0,0.0,1,0,1,1,1
137,0.0,1.0,0.0,HeStutters_8_21.wav,0.0,0.0,1,0,1,1,1
138,0.0,0.0,0.0,FluencyBank_107_85.wav,1.0,0.0,1,1,0,1,1
139,0.0,0.0,0.0,FluencyBank_024_139.wav,0.0,0.0,1,0,1,1,1
140,0.0,0.0,1.0,FluencyBank_024_24.wav,1.0,0.0,1,1,1,0,1
141,1.0,0.0,0.0,WomenWhoStutter_65_16.wav,0.0,0.0,1,0,1,1,1
142,1.0,0.0,1.0,HeStutters_16_196.wav,0.0,1.0,1,1,1,0,1
143,0.0,0.0,0.0,FluencyBank_024_114.wav,1.0,0.0,1,0,1,1,1
144,0.0,1.0,0.0,HeStutters_20_24.wav,0.0,0.0,1,1,1,1,0
145,0.0,0.0,1.0,FluencyBank_107_73.wav,1.0,0.0,1,1,0,1,1
146,0.0,0.0,0.0,FluencyBank_193_71.wav,0.0,1.0,1,1,1,0,1
147,0.0,0.0,1.0,FluencyBank_218_20.wav,1.0,0.0,0,1,1,1,1
148,0.0,0.0,0.0,FluencyBank_024_135.wav,1.0,0.0,1,0,1,1,1
149,0.0,0.0,1.0,FluencyBank_219_18.wav,1.0,0.0,0,1,1,1,1
150,0.0,0.0,0.0,FluencyBank_076_11.wav,1.0,0.0,1,1,1,1,0
151,1.0,0.0,0.0,WomenWhoStutter_101_186.wav,0.0,0.0,1,1,1,0,1
152,0.0,0.0,0.0,FluencyBank_016_83.wav,1.0,0.0,1,0,1,1,1
153,0.0,1.0,1.0,HeStutters_12_93.wav,0.0,1.0,1,1,1,0,1
154,0.0,1.0,0.0,FluencyBank_097_74.wav,0.0,0.0,1,0,1,1,1
155,0.0,0.0,0.0,FluencyBank_087_25.wav,1.0,0.0,1,0,1,1,1
156,1.0,0.0,0.0,FluencyBank_081_163.wav,0.0,0.0,1,1,1,1,0
157,1.0,0.0,0.0,WomenWhoStutter_56_26.wav,0.0,0.0,1,1,0,1,1
158,0.0,0.0,0.0,FluencyBank_985_127.wav,0.0,1.0,1,1,1,0,1
159,0.0,0.0,1.0,FluencyBank_063_21.wav,1.0,0.0,1,0,1,1,1
160,0.0,0.0,0.0,FluencyBank_147_58.wav,1.0,0.0,1,1,1,0,1
161,0.0,0.0,0.0,FluencyBank_071_32.wav,1.0,0.0,1,1,1,0,1
162,0.0,0.0,0.0,FluencyBank_031_40.wav,1.0,0.0,1,1,1,1,0
163,0.0,1.0,0.0,MyStutteringLife_12_25.wav,0.0,0.0,1,1,0,1,1
164,0.0,0.0,0.0,FluencyBank_178_112.wav,1.0,0.0,1,1,1,1,0
165,0.0,0.0,0.0,FluencyBank_097_192.wav,0.0,0.0,1,1,1,1,0
166,1.0,0.0,0.0,FluencyBank_118_66.wav,0.0,0.0,1,1,0,1,1
167,0.0,0.0,0.0,FluencyBank_046_10.wav,1.0,0.0,1,0,1,1,1
168,0.0,0.0,1.0,FluencyBank_089_138.wav,0.0,0.0,1,1,1,0,1
169,1.0,0.0,1.0,StutterTalk_43_24.wav,0.0,0.0,0,1,1,1,1
170,1.0,0.0,0.0,FluencyBank_019_81.wav,0.0,0.0,1,1,1,0,1
171,0.0,0.0,1.0,FluencyBank_109_34.wav,1.0,0.0,1,1,0,1,1
172,0.0,1.0,0.0,MyStutteringLife_34_10.wav,0.0,0.0,1,0,1,1,1
173,0.0,0.0,0.0,FluencyBank_010_51.wav,1.0,0.0,1,1,1,1,0
174,1.0,0.0,0.0,WomenWhoStutter_54_10.wav,0.0,0.0,1,0,1,1,1
175,1.0,0.0,0.0,HeStutters_18_194.wav,0.0,0.0,1,0,1,1,1
176,0.0,0.0,0.0,FluencyBank_016_88.wav,1.0,0.0,0,1,1,1,1
177,1.0,0.0,1.0,StutterTalk_43_202.wav,1.0,0.0,1,1,1,1,0
178,0.0,0.0,0.0,FluencyBank_071_115.wav,1.0,0.0,1,1,0,1,1
179,0.0,0.0,0.0,FluencyBank_097_83.wav,1.0,0.0,1,1,1,1,0
180,0.0,1.0,1.0,HeStutters_22_110.wav,0.0,0.0,1,0,1,1,1
181,0.0,0.0,1.0,FluencyBank_099_78.wav,1.0,0.0,1,1,0,1,1
182,0.0,0.0,0.0,FluencyBank_111_33.wav,0.0,1.0,0,1,1,1,1
183,0.0,0.0,0.0,FluencyBank_081_20.wav,0.0,0.0,1,1,1,0,1
184,0.0,1.0,0.0,FluencyBank_173_75.wav,0.0,0.0,1,1,1,1,0
185,0.0,0.0,0.0,FluencyBank_076_24.wav,1.0,0.0,1,1,0,1,1
186,0.0,1.0,1.0,WomenWhoStutter_7_34.wav,0.0,0.0,1,1,1,1,0
187,0.0,0.0,1.0,FluencyBank_019_11.wav,1.0,0.0,1,1,1,1,0
188,1.0,1.0,0.0,HeStutters_16_81.wav,1.0,0.0,1,1,1,0,1
189,0.0,0.0,1.0,FluencyBank_230_121.wav,1.0,0.0,0,1,1,1,1
190,0.0,1.0,0.0,WomenWhoStutter_37_19.wav,0.0,1.0,1,1,1,0,1
191,0.0,0.0,0.0,FluencyBank_093_35.wav,0.0,1.0,1,1,1,0,1
192,0.0,0.0,0.0,FluencyBank_024_15.wav,1.0,0.0,1,0,1,1,1
193,0.0,0.0,1.0,FluencyBank_019_88.wav,0.0,0.0,1,0,1,1,1
194,0.0,0.0,0.0,FluencyBank_093_26.wav,0.0,1.0,1,1,1,1,0
195,0.0,1.0,0.0,WomenWhoStutter_64_19.wav,0.0,0.0,1,1,0,1,1
196,0.0,0.0,1.0,FluencyBank_132_1.wav,0.0,0.0,1,1,1,0,1
197,0.0,0.0,0.0,FluencyBank_121_116.wav,1.0,0.0,1,1,0,1,1
198,0.0,0.0,0.0,FluencyBank_016_4.wav,1.0,0.0,1,1,0,1,1
199,0.0,0.0,0.0,FluencyBank_024_85.wav,1.0,0.0,1,1,1,1,0
200,1.0,0.0,0.0,FluencyBank_118_48.wav,0.0,0.0,1,1,1,1,0
201,0.0,0.0,0.0,FluencyBank_063_99.wav,1.0,0.0,1,1,1,0,1
202,0.0,0.0,1.0,FluencyBank_081_45.wav,0.0,1.0,0,1,1,1,1
203,0.0,0.0,0.0,FluencyBank_093_82.wav,1.0,0.0,1,1,1,1,0
204,0.0,1.0,0.0,MyStutteringLife_30_41.wav,0.0,0.0,1,1,1,1,0
205,1.0,0.0,0.0,FluencyBank_071_29.wav,0.0,0.0,1,1,0,1,1
206,0.0,0.0,0.0,FluencyBank_089_113.wav,1.0,0.0,1,0,1,1,1
207,0.0,0.0,0.0,FluencyBank_046_57.wav,0.0,0.0,0,1,1,1,1
208,1.0,0.0,0.0,FluencyBank_097_187.wav,0.0,0.0,1,1,1,0,1
209,0.0,0.0,0.0,FluencyBank_019_39.wav,1.0,0.0,1,0,1,1,1
210,1.0,0.0,0.0,HeStutters_11_152.wav,0.0,0.0,0,1,1,1,1
211,0.0,0.0,0.0,FluencyBank_010_94.wav,1.0,0.0,1,1,1,0,1
212,1.0,0.0,1.0,WomenWhoStutter_10_11.wav,0.0,0.0,1,0,1,1,1
213,0.0,0.0,0.0,FluencyBank_985_164.wav,0.0,1.0,1,1,1,0,1
214,0.0,0.0,0.0,FluencyBank_024_142.wav,1.0,0.0,0,1,1,1,1
215,0.0,0.0,0.0,FluencyBank_024_134.wav,1.0,0.0,1,1,1,1,0
216,0.0,1.0,0.0,FluencyBank_076_15.wav,0.0,0.0,1,1,0,1,1
217,0.0,0.0,0.0,FluencyBank_097_67.wav,0.0,0.0,1,1,1,1,0
218,1.0,0.0,0.0,FluencyBank_121_121.wav,0.0,0.0,1,1,1,1,0
219,0.0,1.0,0.0,FluencyBank_985_86.wav,0.0,0.0,0,1,1,1,1
220,0.0,1.0,0.0,MyStutteringLife_32_86.wav,0.0,0.0,1,1,1,1,0
221,0.0,0.0,0.0,FluencyBank_016_82.wav,1.0,0.0,1,1,1,0,1
222,0.0,0.0,0.0,FluencyBank_098_85.wav,1.0,0.0,1,1,1,1,0
223,0.0,0.0,0.0,FluencyBank_179_84.wav,1.0,0.0,1,1,1,1,0
224,0.0,1.0,0.0,FluencyBank_097_53.wav,0.0,0.0,1,1,1,1,0
225,0.0,0.0,0.0,FluencyBank_071_67.wav,1.0,0.0,1,1,1,0,1
226,0.0,1.0,1.0,WomenWhoStutter_1_164.wav,0.0,0.0,0,1,1,1,1
227,0.0,0.0,1.0,FluencyBank_024_42.wav,1.0,0.0,1,1,1,0,1
228,0.0,0.0,1.0,FluencyBank_179_80.wav,0.0,1.0,1,1,1,0,1
229,0.0,0.0,1.0,FluencyBank_010_17.wav,1.0,0.0,1,1,1,0,1
230,0.0,0.0,1.0,FluencyBank_087_78.wav,0.0,0.0,1,0,1,1,1
231,1.0,0.0,0.0,StutteringIsCool_18_14.wav,0.0,0.0,1,0,1,1,1
232,0.0,1.0,0.0,FluencyBank_219_78.wav,0.0,0.0,1,1,1,1,0
233,0.0,1.0,0.0,WomenWhoStutter_27_23.wav,0.0,1.0,1,1,0,1,1
234,0.0,0.0,0.0,FluencyBank_121_133.wav,1.0,0.0,1,1,1,1,0
235,0.0,0.0,1.0,FluencyBank_063_153.wav,1.0,0.0,1,0,1,1,1
236,0.0,0.0,1.0,FluencyBank_087_27.wav,0.0,1.0,1,0,1,1,1
237,0.0,0.0,0.0,FluencyBank_024_34.wav,0.0,0.0,1,1,1,0,1
238,0.0,1.0,1.0,StutterTalk_74_25.wav,0.0,1.0,1,1,1,0,1
239,1.0,0.0,0.0,WomenWhoStutter_65_35.wav,0.0,0.0,0,1,1,1,1
240,0.0,0.0,1.0,FluencyBank_147_89.wav,1.0,0.0,1,0,1,1,1
241,0.0,0.0,1.0,FluencyBank_121_134.wav,0.0,1.0,1,1,1,1,0
242,0.0,0.0,1.0,FluencyBank_016_25.wav,1.0,0.0,0,1,1,1,1
243,0.0,0.0,1.0,FluencyBank_178_74.wav,0.0,1.0,1,1,1,0,1
244,0.0,1.0,0.0,FluencyBank_076_50.wav,0.0,1.0,1,1,1,0,1
245,0.0,1.0,0.0,WomenWhoStutter_19_131.wav,0.0,0.0,1,1,1,1,0
246,0.0,1.0,0.0,FluencyBank_985_145.wav,0.0,1.0,1,0,1,1,1
247,1.0,0.0,1.0,FluencyBank_089_121.wav,0.0,0.0,1,1,1,0,1
248,0.0,0.0,0.0,FluencyBank_010_34.wav,1.0,0.0,1,1,1,0,1
249,0.0,0.0,1.0,FluencyBank_173_48.wav,0.0,1.0,1,1,1,1,0
250,0.0,1.0,1.0,FluencyBank_071_31.wav,0.0,1.0,1,1,1,1,0
251,0.0,0.0,1.0,FluencyBank_219_100.wav,1.0,0.0,0,1,1,1,1
252,0.0,0.0,0.0,FluencyBank_173_38.wav,1.0,0.0,1,0,1,1,1
253,0.0,0.0,1.0,FluencyBank_089_92.wav,1.0,0.0,0,1,1,1,1
254,0.0,0.0,1.0,FluencyBank_087_54.wav,0.0,1.0,1,0,1,1,1
255,0.0,0.0,1.0,FluencyBank_089_100.wav,1.0,0.0,0,1,1,1,1
256,0.0,1.0,0.0,WomenWhoStutter_65_27.wav,0.0,0.0,0,1,1,1,1
257,0.0,0.0,1.0,FluencyBank_063_62.wav,0.0,1.0,0,1,1,1,1
258,0.0,0.0,1.0,FluencyBank_193_89.wav,1.0,0.0,0,1,1,1,1
259,0.0,0.0,0.0,FluencyBank_111_153.wav,0.0,1.0,1,1,1,1,0
260,0.0,0.0,0.0,FluencyBank_219_88.wav,0.0,1.0,1,1,1,0,1
261,0.0,0.0,1.0,FluencyBank_063_12.wav,1.0,0.0,1,1,1,0,1
262,0.0,0.0,1.0,FluencyBank_099_167.wav,1.0,0.0,1,1,0,1,1
263,0.0,0.0,0.0,FluencyBank_118_43.wav,1.0,0.0,0,1,1,1,1
264,0.0,0.0,0.0,FluencyBank_097_87.wav,1.0,0.0,1,1,0,1,1
265,0.0,0.0,0.0,FluencyBank_024_62.wav,1.0,0.0,1,0,1,1,1
266,1.0,0.0,1.0,FluencyBank_121_44.wav,0.0,0.0,1,1,0,1,1
267,0.0,0.0,0.0,FluencyBank_046_61.wav,1.0,0.0,0,1,1,1,1
268,0.0,0.0,0.0,FluencyBank_178_11.wav,1.0,0.0,1,0,1,1,1
269,0.0,0.0,1.0,FluencyBank_017_63.wav,1.0,0.0,1,0,1,1,1
270,1.0,0.0,0.0,HeStutters_16_57.wav,0.0,0.0,1,1,0,1,1
271,0.0,1.0,0.0,StutteringIsCool_26_35.wav,0.0,0.0,1,1,1,1,0
272,0.0,0.0,0.0,FluencyBank_097_150.wav,1.0,0.0,1,1,1,1,0
273,0.0,0.0,0.0,FluencyBank_985_58.wav,1.0,0.0,1,1,1,0,1
274,0.0,0.0,0.0,FluencyBank_024_138.wav,1.0,0.0,0,1,1,1,1
275,1.0,0.0,0.0,FluencyBank_193_2.wav,0.0,0.0,1,1,1,0,1
276,0.0,0.0,0.0,FluencyBank_076_45.wav,0.0,1.0,1,1,0,1,1
277,1.0,0.0,0.0,StutteringIsCool_82_107.wav,0.0,0.0,1,0,1,1,1
278,0.0,0.0,0.0,FluencyBank_046_8.wav,0.0,0.0,1,0,1,1,1
279,0.0,0.0,0.0,FluencyBank_017_0.wav,1.0,0.0,1,1,0,1,1
280,0.0,0.0,1.0,FluencyBank_109_24.wav,1.0,0.0,1,1,0,1,1
281,0.0,0.0,0.0,FluencyBank_093_18.wav,1.0,0.0,1,1,1,1,0
282,0.0,0.0,0.0,FluencyBank_071_62.wav,0.0,1.0,1,1,1,0,1
283,1.0,0.0,0.0,HeStutters_19_106.wav,0.0,0.0,0,1,1,1,1
284,0.0,0.0,1.0,FluencyBank_178_154.wav,1.0,0.0,0,1,1,1,1
285,0.0,1.0,0.0,HeStutters_21_37.wav,0.0,0.0,1,0,1,1,1
286,0.0,0.0,1.0,FluencyBank_132_70.wav,1.0,0.0,0,1,1,1,1
287,0.0,0.0,1.0,FluencyBank_087_103.wav,0.0,1.0,1,1,0,1,1
288,0.0,0.0,0.0,FluencyBank_097_2.wav,0.0,1.0,0,1,1,1,1
289,0.0,0.0,1.0,FluencyBank_098_105.wav,1.0,0.0,0,1,1,1,1
290,0.0,1.0,0.0,WomenWhoStutter_14_165.wav,0.0,0.0,1,0,1,1,1
291,1.0,0.0,0.0,FluencyBank_093_3.wav,0.0,0.0,1,1,0,1,1
292,0.0,0.0,0.0,FluencyBank_096_23.wav,0.0,1.0,0,1,1,1,1
293,0.0,0.0,1.0,FluencyBank_099_110.wav,0.0,1.0,1,0,1,1,1
294,0.0,0.0,0.0,FluencyBank_111_146.wav,1.0,0.0,0,1,1,1,1
295,0.0,0.0,0.0,FluencyBank_024_102.wav,1.0,0.0,1,1,1,1,0
296,0.0,0.0,0.0,FluencyBank_193_90.wav,1.0,0.0,1,1,1,0,1
297,0.0,0.0,0.0,FluencyBank_093_47.wav,1.0,0.0,1,0,1,1,1
298,0.0,0.0,0.0,FluencyBank_118_61.wav,1.0,0.0,1,0,1,1,1
299,0.0,0.0,1.0,FluencyBank_019_49.wav,1.0,0.0,1,1,0,1,1
